,Date,Time,Transaction,Item
4014,2016-11-23,09:07:21,1893,Medialuna
4015,2016-11-23,09:07:21,1893,NONE
4016,2016-11-23,09:54:31,1894,Coffee
4017,2016-11-23,09:54:31,1894,Keeping It Local
4018,2016-11-23,09:54:31,1894,Bread
4019,2016-11-23,10:06:05,1895,Coffee
4020,2016-11-23,10:11:18,1896,NONE
4021,2016-11-23,10:11:18,1896,Coffee
4022,2016-11-23,10:15:49,1897,Coffee
4023,2016-11-23,10:19:40,1898,Coffee
4024,2016-11-23,10:19:40,1898,Bread
4025,2016-11-23,10:22:23,1899,Coffee
4026,2016-11-23,10:22:23,1899,Sandwich
4027,2016-11-23,10:33:49,1900,Bread
4028,2016-11-23,10:33:49,1900,Keeping It Local
4029,2016-11-23,10:33:49,1900,Cake
4030,2016-11-23,10:50:14,1901,Coffee
4031,2016-11-23,11:12:42,1902,Brownie
4032,2016-11-23,11:12:42,1902,Cookies
4033,2016-11-23,11:34:24,1903,Bread
4034,2016-11-23,11:42:00,1904,NONE
4035,2016-11-23,11:42:00,1904,Juice
4036,2016-11-23,11:42:00,1904,Bread
4037,2016-11-23,11:50:37,1905,Coffee
4038,2016-11-23,11:50:37,1905,Cookies
4039,2016-11-23,11:50:56,1906,Coffee
4040,2016-11-23,12:24:12,1907,Coffee
4041,2016-11-23,12:24:12,1907,Medialuna
4042,2016-11-23,12:24:12,1907,Cookies
4043,2016-11-23,12:24:12,1907,Tea
4044,2016-11-23,12:35:02,1908,Tea
4045,2016-11-23,12:35:02,1908,Cookies
4046,2016-11-23,12:42:33,1909,NONE
4047,2016-11-23,12:42:33,1909,Mineral water
4048,2016-11-23,12:49:38,1910,Coffee
4049,2016-11-23,12:49:38,1910,Bread
4050,2016-11-23,12:49:38,1910,Tea
4051,2016-11-23,12:49:38,1910,Pastry
4052,2016-11-23,12:49:38,1910,Tiffin
4053,2016-11-23,12:49:38,1910,Cake
4054,2016-11-23,13:04:46,1911,Coffee
4055,2016-11-23,13:13:54,1912,Cookies
4056,2016-11-23,13:25:25,1913,Sandwich
4057,2016-11-23,13:26:38,1914,Coffee
4058,2016-11-23,13:40:31,1915,Tea
4059,2016-11-23,13:40:31,1915,Sandwich
4060,2016-11-23,13:51:18,1916,Jam
4061,2016-11-23,13:55:58,1917,NONE
4062,2016-11-23,13:55:58,1917,Brownie
4063,2016-11-23,13:55:58,1917,Tea
4064,2016-11-23,14:07:37,1919,Bread
4065,2016-11-23,14:22:27,1920,Bread
4066,2016-11-23,14:22:27,1920,Olum & polenta
4067,2016-11-23,14:52:03,1921,Bread
4068,2016-11-23,14:53:33,1922,Polenta
4069,2016-11-23,14:53:33,1922,Tea
4070,2016-11-23,14:59:48,1923,Coffee
4071,2016-11-23,14:59:48,1923,Sandwich
4072,2016-11-23,15:00:34,1924,Coffee
4073,2016-11-23,15:05:02,1925,Coffee
4074,2016-11-23,15:05:02,1925,Cake
4075,2016-11-23,15:09:18,1926,Tea
4076,2016-11-23,15:09:18,1926,Coffee
4077,2016-11-23,15:09:18,1926,Alfajores
4078,2016-11-23,15:23:13,1927,Coke
4079,2016-11-23,15:44:44,1928,Coffee
4080,2016-11-23,16:00:19,1929,Coffee
4081,2016-11-23,16:14:41,1930,Coffee
4082,2016-11-23,16:14:41,1930,Medialuna
4083,2016-11-23,16:31:03,1931,Cookies
4084,2016-11-23,16:31:03,1931,Bread
4085,2016-11-23,16:36:53,1932,Coffee
4086,2016-11-23,17:00:41,1933,Coffee
4087,2016-11-23,17:00:41,1933,NONE
4088,2016-11-23,17:29:19,1934,Bread
4089,2016-11-24,08:41:10,1935,Bread
4090,2016-11-24,09:08:12,1936,Coffee
4091,2016-11-24,09:10:24,1937,Coffee
4092,2016-11-24,09:11:11,1938,Hot chocolate
4093,2016-11-24,09:20:18,1939,Pastry
4094,2016-11-24,09:21:00,1940,Coffee
4095,2016-11-24,09:21:00,1940,Keeping It Local
4096,2016-11-24,09:24:35,1941,Pastry
4097,2016-11-24,09:24:35,1941,Bread
4098,2016-11-24,09:26:35,1942,Bread
4099,2016-11-24,09:26:35,1942,Keeping It Local
4100,2016-11-24,09:28:53,1943,Pastry
4101,2016-11-24,09:28:53,1943,NONE
4102,2016-11-24,09:30:14,1944,Hot chocolate
4103,2016-11-24,09:31:29,1945,Coffee
4104,2016-11-24,09:31:29,1945,Pastry
4105,2016-11-24,09:43:20,1946,Bread
4106,2016-11-24,09:43:20,1946,Medialuna
4107,2016-11-24,09:53:52,1947,Medialuna
4108,2016-11-24,09:53:52,1947,Medialuna
4109,2016-11-24,09:53:52,1947,Pastry
4110,2016-11-24,09:53:52,1947,Alfajores
4111,2016-11-24,09:55:27,1948,Coffee
4112,2016-11-24,10:02:17,1949,Coffee
4113,2016-11-24,10:05:35,1950,Tea
4114,2016-11-24,10:05:35,1950,Cake
4115,2016-11-24,10:06:47,1951,Coffee
4116,2016-11-24,10:06:47,1951,Bread
4117,2016-11-24,10:07:54,1952,Coffee
4118,2016-11-24,10:13:28,1953,Bread
4119,2016-11-24,10:13:28,1953,Tea
4120,2016-11-24,10:13:28,1953,Cake
4121,2016-11-24,10:18:24,1954,Bread
4122,2016-11-24,10:18:24,1954,Bread
4123,2016-11-24,10:18:24,1954,Coffee
4124,2016-11-24,10:23:10,1955,Coffee
4125,2016-11-24,10:23:10,1955,Alfajores
4126,2016-11-24,10:25:34,1956,Coffee
4127,2016-11-24,10:25:34,1956,NONE
4128,2016-11-24,10:45:39,1957,Bread
4129,2016-11-24,10:45:39,1957,Cookies
4130,2016-11-24,10:48:35,1958,Bread
4131,2016-11-24,10:48:35,1958,NONE
4132,2016-11-24,10:48:35,1958,Sandwich
4133,2016-11-24,10:48:35,1958,Tea
4134,2016-11-24,10:51:27,1959,Bread
4135,2016-11-24,10:59:16,1960,Tea
4136,2016-11-24,10:59:16,1960,Coffee
4137,2016-11-24,10:59:16,1960,Cake
4138,2016-11-24,11:03:46,1961,Bread
4139,2016-11-24,11:05:57,1962,Hot chocolate
4140,2016-11-24,11:05:57,1962,Brownie
4141,2016-11-24,11:34:17,1963,Bread
4142,2016-11-24,11:39:29,1964,Tea
4143,2016-11-24,11:39:29,1964,Coffee
4144,2016-11-24,11:46:56,1965,Coffee
4145,2016-11-24,11:46:56,1965,Cake
4146,2016-11-24,11:57:00,1966,The Nomad
4147,2016-11-24,11:57:00,1966,Bread
4148,2016-11-24,11:57:00,1966,Tea
4149,2016-11-24,12:05:18,1967,NONE
4150,2016-11-24,12:05:18,1967,NONE
4151,2016-11-24,12:05:18,1967,Coffee
4152,2016-11-24,12:05:18,1967,Smoothies
4153,2016-11-24,12:18:32,1968,Bread
4154,2016-11-24,12:20:13,1969,Bread
4155,2016-11-24,12:35:32,1970,Coffee
4156,2016-11-24,12:35:32,1970,Bread
4157,2016-11-24,12:54:14,1971,Coffee
4158,2016-11-24,12:54:14,1971,Cake
4159,2016-11-24,12:57:45,1972,Fudge
4160,2016-11-24,12:57:45,1972,Coffee
4161,2016-11-24,12:57:45,1972,Coffee
4162,2016-11-24,12:57:45,1972,Sandwich
4163,2016-11-24,13:12:59,1973,Brownie
4164,2016-11-24,13:23:10,1974,Bread
4165,2016-11-24,13:23:10,1974,Sandwich
4166,2016-11-24,13:28:42,1975,Coffee
4167,2016-11-24,13:29:16,1976,Bread
4168,2016-11-24,13:29:16,1976,Brownie
4169,2016-11-24,13:31:38,1977,Sandwich
4170,2016-11-24,13:39:41,1978,Coffee
4171,2016-11-24,13:39:41,1978,Sandwich
4172,2016-11-24,13:39:41,1978,Hearty & Seasonal
4173,2016-11-24,13:58:03,1979,Coffee
4174,2016-11-24,13:58:38,1980,Tea
4175,2016-11-24,13:58:38,1980,Cake
4176,2016-11-24,14:18:49,1981,NONE
4177,2016-11-24,14:18:49,1981,Coffee
4178,2016-11-24,14:18:49,1981,Bread
4179,2016-11-24,14:19:19,1982,Coffee
4180,2016-11-24,14:19:19,1982,Sandwich
4181,2016-11-24,14:32:19,1983,Coffee
4182,2016-11-24,14:35:19,1984,Cake
4183,2016-11-24,14:52:39,1985,Coffee
4184,2016-11-24,14:52:39,1985,Alfajores
4185,2016-11-24,14:53:44,1986,Coffee
4186,2016-11-24,14:53:44,1986,Cake
4187,2016-11-24,14:58:05,1987,Tea
4188,2016-11-24,14:58:05,1987,Tea
4189,2016-11-24,15:17:33,1988,Bread
4190,2016-11-24,15:30:26,1989,Tea
4191,2016-11-24,15:30:26,1989,Cake
4192,2016-11-24,15:33:37,1990,Brownie
4193,2016-11-24,15:33:37,1990,Alfajores
4194,2016-11-24,16:00:48,1991,Hack the stack
4195,2016-11-24,16:00:48,1991,Art Tray
4196,2016-11-24,16:00:48,1991,Coffee
4197,2016-11-24,16:09:50,1992,Tea
4198,2016-11-24,16:32:12,1993,Coffee
4199,2016-11-24,16:32:12,1993,Cake
4200,2016-11-24,16:49:46,1994,Coffee
4201,2016-11-24,16:49:46,1994,Coke
4202,2016-11-24,17:02:59,1995,Hack the stack
4203,2016-11-24,17:02:59,1995,My-5 Fruit Shoot
4204,2016-11-24,17:02:59,1995,Tea
4205,2016-11-24,17:02:59,1995,Art Tray
4206,2016-11-24,17:10:11,1996,Ella's Kitchen Pouches
4207,2016-11-25,08:08:12,1997,Coffee
4208,2016-11-25,08:08:12,1997,Medialuna
4209,2016-11-25,08:52:24,1998,Coffee
4210,2016-11-25,08:52:24,1998,NONE
4211,2016-11-25,09:04:23,1999,Coffee
4212,2016-11-25,09:04:23,1999,Coffee
4213,2016-11-25,09:09:28,2000,Coffee
4214,2016-11-25,09:09:28,2000,Bread
4215,2016-11-25,09:10:18,2001,Coffee
4216,2016-11-25,09:10:18,2001,Medialuna
4217,2016-11-25,09:21:29,2002,Coffee
4218,2016-11-25,09:29:47,2003,Coffee
4219,2016-11-25,09:31:45,2004,Coffee
4220,2016-11-25,09:31:45,2004,Pastry
4221,2016-11-25,09:31:45,2004,Bread
4222,2016-11-25,09:35:47,2005,Bread
4223,2016-11-25,09:35:47,2005,Coffee
4224,2016-11-25,09:36:46,2006,Bread
4225,2016-11-25,09:44:09,2007,Keeping It Local
4226,2016-11-25,09:44:09,2007,Coffee
4227,2016-11-25,09:44:09,2007,Bread
4228,2016-11-25,09:50:38,2008,Coffee
4229,2016-11-25,09:51:05,2009,Coffee
4230,2016-11-25,09:51:05,2009,Coffee
4231,2016-11-25,09:55:08,2010,Keeping It Local
4232,2016-11-25,09:55:08,2010,Tea
4233,2016-11-25,09:55:08,2010,Brownie
4234,2016-11-25,09:55:08,2010,Bread
4235,2016-11-25,09:57:38,2011,Coffee
4236,2016-11-25,09:57:38,2011,Pastry
4237,2016-11-25,09:59:23,2012,Bread
4238,2016-11-25,10:05:26,2013,Coffee
4239,2016-11-25,10:05:26,2013,Cake
4240,2016-11-25,10:13:08,2014,Coffee
4241,2016-11-25,10:13:08,2014,Keeping It Local
4242,2016-11-25,10:15:13,2015,Coffee
4243,2016-11-25,10:28:53,2016,Bread
4244,2016-11-25,10:28:53,2016,Medialuna
4245,2016-11-25,10:38:18,2017,Bread
4246,2016-11-25,10:38:18,2017,Focaccia
4247,2016-11-25,10:41:02,2018,Medialuna
4248,2016-11-25,10:41:02,2018,Coffee
4249,2016-11-25,10:44:12,2019,Bread
4250,2016-11-25,10:49:29,2020,Coffee
4251,2016-11-25,10:49:29,2020,Coffee
4252,2016-11-25,10:59:16,2021,Coffee
4253,2016-11-25,11:00:56,2022,Bread
4254,2016-11-25,11:05:09,2023,Farm House
4255,2016-11-25,11:06:20,2024,Coffee
4256,2016-11-25,11:06:20,2024,Pastry
4257,2016-11-25,11:39:21,2025,Cookies
4258,2016-11-25,11:39:21,2025,Juice
4259,2016-11-25,11:39:21,2025,Tea
4260,2016-11-25,11:39:21,2025,Alfajores
4261,2016-11-25,11:40:12,2026,Coffee
4262,2016-11-25,11:40:12,2026,Alfajores
4263,2016-11-25,11:48:09,2027,Coffee
4264,2016-11-25,11:48:09,2027,Sandwich
4265,2016-11-25,12:09:10,2028,Coffee
4266,2016-11-25,12:10:32,2029,Coffee
4267,2016-11-25,12:10:32,2029,Coffee
4268,2016-11-25,12:11:20,2030,Bread
4269,2016-11-25,12:12:04,2031,Coffee
4270,2016-11-25,12:12:04,2031,Bread
4271,2016-11-25,12:12:04,2031,NONE
4272,2016-11-25,12:18:27,2032,NONE
4273,2016-11-25,12:21:22,2033,Coffee
4274,2016-11-25,12:27:02,2034,NONE
4275,2016-11-25,12:27:02,2034,Tea
4276,2016-11-25,12:28:41,2035,Sandwich
4277,2016-11-25,12:28:41,2035,Bread
4278,2016-11-25,12:42:26,2036,Tea
4279,2016-11-25,12:42:26,2036,NONE
4280,2016-11-25,12:42:26,2036,Art Tray
4281,2016-11-25,12:44:39,2037,Bread
4282,2016-11-25,12:52:56,2038,Coffee
4283,2016-11-25,12:52:56,2038,Cake
4284,2016-11-25,12:55:03,2039,Mineral water
4285,2016-11-25,12:55:03,2039,Coffee
4286,2016-11-25,12:55:03,2039,NONE
4287,2016-11-25,12:56:57,2040,NONE
4288,2016-11-25,12:56:57,2040,Mineral water
4289,2016-11-25,12:58:15,2041,Tartine
4290,2016-11-25,13:02:09,2042,NONE
4291,2016-11-25,13:02:09,2042,Coffee
4292,2016-11-25,13:04:15,2043,Bread
4293,2016-11-25,13:04:15,2043,Coffee
4294,2016-11-25,13:07:26,2044,Bread
4295,2016-11-25,13:12:29,2045,Hot chocolate
4296,2016-11-25,13:12:29,2045,Bread
4297,2016-11-25,13:12:29,2045,NONE
4298,2016-11-25,13:12:29,2045,Sandwich
4299,2016-11-25,13:37:45,2047,NONE
4300,2016-11-25,13:38:40,2048,NONE
4301,2016-11-25,13:38:40,2048,Juice
4302,2016-11-25,13:40:22,2049,Bread
4303,2016-11-25,13:40:22,2049,NONE
4304,2016-11-25,13:57:31,2050,NONE
4305,2016-11-25,13:57:31,2050,Mineral water
4306,2016-11-25,14:13:06,2051,Sandwich
4307,2016-11-25,14:13:06,2051,Bread
4308,2016-11-25,14:13:06,2051,Jam
4309,2016-11-25,14:14:53,2052,Coffee
4310,2016-11-25,14:14:53,2052,Sandwich
4311,2016-11-25,14:14:53,2052,Bread
4312,2016-11-25,14:32:37,2053,Tea
4313,2016-11-25,14:32:37,2053,NONE
4314,2016-11-25,14:33:06,2054,Tea
4315,2016-11-25,14:48:17,2055,Bread
4316,2016-11-25,14:48:17,2055,Pastry
4317,2016-11-25,15:31:28,2057,Coffee
4318,2016-11-25,15:31:28,2057,Tea
4319,2016-11-25,15:31:54,2058,Bread
4320,2016-11-25,15:31:54,2058,Brownie
4321,2016-11-25,15:53:37,2059,Alfajores
4322,2016-11-25,15:53:37,2059,Alfajores
4323,2016-11-25,15:53:37,2059,Bread
4324,2016-11-25,15:54:11,2060,NONE
4325,2016-11-25,16:02:01,2061,Coffee
4326,2016-11-25,16:02:01,2061,Medialuna
4327,2016-11-25,16:07:57,2062,Medialuna
4328,2016-11-25,16:16:15,2063,Coffee
4329,2016-11-25,16:16:15,2063,Bread
4330,2016-11-25,16:16:15,2063,Pastry
4331,2016-11-25,16:16:15,2063,Medialuna
4332,2016-11-25,17:10:20,2065,Tea
4333,2016-11-25,17:10:20,2065,Alfajores
4334,2016-11-25,17:10:20,2065,Cake
4335,2016-11-25,17:12:09,2066,Tea
4336,2016-11-25,17:12:09,2066,Brownie
4337,2016-11-25,17:12:09,2066,Alfajores
4338,2016-11-25,17:12:09,2066,Pastry
4339,2016-11-25,17:12:09,2066,Bread
4340,2016-11-25,17:15:19,2067,Medialuna
4341,2016-11-25,17:15:19,2067,Pastry
4342,2016-11-25,17:19:52,2068,Brownie
4343,2016-11-26,08:29:14,2069,Bread
4344,2016-11-26,08:47:27,2070,Coffee
4345,2016-11-26,08:50:14,2071,Bread
4346,2016-11-26,08:50:14,2071,Coffee
4347,2016-11-26,08:50:14,2071,Bread
4348,2016-11-26,09:03:00,2072,Bread
4349,2016-11-26,09:15:06,2073,Bread
4350,2016-11-26,09:15:06,2073,Coffee
4351,2016-11-26,09:15:06,2073,Medialuna
4352,2016-11-26,09:27:29,2074,Bread
4353,2016-11-26,09:28:40,2075,Bread
4354,2016-11-26,09:32:45,2076,Pastry
4355,2016-11-26,09:52:43,2077,NONE
4356,2016-11-26,09:52:43,2077,Bread
4357,2016-11-26,09:55:05,2078,Farm House
4358,2016-11-26,09:57:45,2079,Medialuna
4359,2016-11-26,09:57:45,2079,Scandinavian
4360,2016-11-26,09:57:45,2079,Coffee
4361,2016-11-26,10:05:00,2080,Coffee
4362,2016-11-26,10:08:42,2081,Coffee
4363,2016-11-26,10:18:21,2082,Bread
4364,2016-11-26,10:18:21,2082,Medialuna
4365,2016-11-26,10:20:35,2083,Cake
4366,2016-11-26,10:22:02,2084,Muffin
4367,2016-11-26,10:22:02,2084,Coffee
4368,2016-11-26,10:23:47,2085,Bread
4369,2016-11-26,10:24:26,2086,Scandinavian
4370,2016-11-26,10:27:41,2087,Muffin
4371,2016-11-26,10:30:16,2088,Scandinavian
4372,2016-11-26,10:31:30,2089,Coffee
4373,2016-11-26,10:32:22,2090,Bread
4374,2016-11-26,10:33:34,2091,Bread
4375,2016-11-26,10:35:00,2092,Coffee
4376,2016-11-26,10:35:00,2092,Medialuna
4377,2016-11-26,10:36:58,2093,Bread
4378,2016-11-26,10:40:28,2094,Medialuna
4379,2016-11-26,10:40:28,2094,Bread
4380,2016-11-26,10:40:28,2094,Tea
4381,2016-11-26,10:40:28,2094,Coffee
4382,2016-11-26,10:40:28,2094,NONE
4383,2016-11-26,10:42:19,2095,Bread
4384,2016-11-26,10:47:12,2096,Cake
4385,2016-11-26,10:47:12,2096,Muffin
4386,2016-11-26,10:47:12,2096,Muffin
4387,2016-11-26,10:47:12,2096,Jam
4388,2016-11-26,10:48:06,2097,Bread
4389,2016-11-26,10:48:06,2097,Pastry
4390,2016-11-26,10:51:19,2098,Coffee
4391,2016-11-26,10:56:41,2099,Coffee
4392,2016-11-26,10:57:04,2100,Scandinavian
4393,2016-11-26,10:59:13,2101,Scandinavian
4394,2016-11-26,11:01:12,2102,Pastry
4395,2016-11-26,11:01:12,2102,Medialuna
4396,2016-11-26,11:01:12,2102,Coffee
4397,2016-11-26,11:02:59,2103,Medialuna
4398,2016-11-26,11:02:59,2103,Pastry
4399,2016-11-26,11:02:59,2103,Bread
4400,2016-11-26,11:02:59,2103,Coffee
4401,2016-11-26,11:06:13,2104,NONE
4402,2016-11-26,11:06:13,2104,Medialuna
4403,2016-11-26,11:06:13,2104,Bread
4404,2016-11-26,11:15:37,2105,Coffee
4405,2016-11-26,11:15:37,2105,Tea
4406,2016-11-26,11:15:37,2105,Pastry
4407,2016-11-26,11:17:16,2106,Coffee
4408,2016-11-26,11:27:56,2107,Juice
4409,2016-11-26,11:34:49,2108,Coffee
4410,2016-11-26,11:34:49,2108,Coffee
4411,2016-11-26,11:39:49,2109,Muffin
4412,2016-11-26,11:39:49,2109,Cake
4413,2016-11-26,11:39:49,2109,Pastry
4414,2016-11-26,11:39:49,2109,Tea
4415,2016-11-26,11:39:49,2109,Coffee
4416,2016-11-26,11:39:49,2109,Coffee
4417,2016-11-26,11:40:55,2110,Hot chocolate
4418,2016-11-26,11:47:21,2111,Muffin
4419,2016-11-26,11:53:54,2112,Tartine
4420,2016-11-26,11:53:54,2112,NONE
4421,2016-11-26,11:53:54,2112,Juice
4422,2016-11-26,11:53:54,2112,Bread
4423,2016-11-26,11:53:54,2112,Coffee
4424,2016-11-26,11:55:23,2113,Coffee
4425,2016-11-26,11:55:23,2113,Fudge
4426,2016-11-26,12:00:24,2114,Coffee
4427,2016-11-26,12:00:24,2114,Bread
4428,2016-11-26,12:13:05,2115,Bread
4429,2016-11-26,12:16:32,2116,NONE
4430,2016-11-26,12:16:32,2116,Coffee
4431,2016-11-26,12:16:32,2116,Tea
4432,2016-11-26,12:18:07,2117,Coffee
4433,2016-11-26,12:18:07,2117,NONE
4434,2016-11-26,12:18:07,2117,Sandwich
4435,2016-11-26,12:30:57,2118,Coffee
4436,2016-11-26,12:30:57,2118,Coke
4437,2016-11-26,12:30:57,2118,Sandwich
4438,2016-11-26,12:33:01,2119,Scandinavian
4439,2016-11-26,12:33:23,2120,Tea
4440,2016-11-26,12:33:23,2120,Muffin
4441,2016-11-26,12:35:13,2121,Bread
4442,2016-11-26,12:35:13,2121,Scandinavian
4443,2016-11-26,12:58:29,2122,Coffee
4444,2016-11-26,12:58:29,2122,Coffee
4445,2016-11-26,13:11:47,2123,Coffee
4446,2016-11-26,13:11:47,2123,The Nomad
4447,2016-11-26,13:11:47,2123,Tartine
4448,2016-11-26,13:12:49,2124,Coffee
4449,2016-11-26,13:12:49,2124,Coffee
4450,2016-11-26,13:12:49,2124,Sandwich
4451,2016-11-26,13:13:51,2125,Coffee
4452,2016-11-26,13:13:51,2125,Alfajores
4453,2016-11-26,13:17:01,2126,Coffee
4454,2016-11-26,13:17:01,2126,Tea
4455,2016-11-26,13:20:06,2127,Scandinavian
4456,2016-11-26,13:21:09,2128,Bread
4457,2016-11-26,13:23:01,2129,NONE
4458,2016-11-26,13:23:01,2129,Mineral water
4459,2016-11-26,13:29:41,2130,Alfajores
4460,2016-11-26,13:29:41,2130,Muffin
4461,2016-11-26,13:29:41,2130,Cake
4462,2016-11-26,13:32:00,2131,Tea
4463,2016-11-26,13:33:30,2132,Bread
4464,2016-11-26,13:41:15,2133,NONE
4465,2016-11-26,13:41:15,2133,Bread
4466,2016-11-26,13:45:25,2134,Scandinavian
4467,2016-11-26,13:57:23,2135,Coffee
4468,2016-11-26,13:57:23,2135,Bread
4469,2016-11-26,13:57:23,2135,NONE
4470,2016-11-26,13:57:23,2135,Sandwich
4471,2016-11-26,14:09:08,2136,Hot chocolate
4472,2016-11-26,14:09:08,2136,Tea
4473,2016-11-26,14:13:58,2137,Muffin
4474,2016-11-26,14:14:31,2138,Sandwich
4475,2016-11-26,14:14:31,2138,Coffee
4476,2016-11-26,14:21:26,2139,NONE
4477,2016-11-26,14:22:18,2140,Bread
4478,2016-11-26,14:25:35,2141,NONE
4479,2016-11-26,14:25:35,2141,Muffin
4480,2016-11-26,14:25:35,2141,Coffee
4481,2016-11-26,14:27:39,2142,Coffee
4482,2016-11-26,14:27:39,2142,Coffee
4483,2016-11-26,14:27:39,2142,Pastry
4484,2016-11-26,14:27:39,2142,Cake
4485,2016-11-26,14:29:48,2143,Tea
4486,2016-11-26,14:29:48,2143,Hot chocolate
4487,2016-11-26,14:29:48,2143,Cookies
4488,2016-11-26,14:29:48,2143,Cake
4489,2016-11-26,14:38:24,2144,Cake
4490,2016-11-26,14:47:30,2145,Sandwich
4491,2016-11-26,14:47:30,2145,Bread
4492,2016-11-26,14:54:40,2146,Bakewell
4493,2016-11-26,14:54:40,2146,Coffee
4494,2016-11-26,14:56:01,2147,Alfajores
4495,2016-11-26,14:56:01,2147,Bread
4496,2016-11-26,14:56:01,2147,Tea
4497,2016-11-26,15:31:47,2148,Sandwich
4498,2016-11-26,15:31:47,2148,Medialuna
4499,2016-11-26,15:31:47,2148,Tea
4500,2016-11-26,15:31:47,2148,Coffee
4501,2016-11-26,15:34:36,2149,Bread
4502,2016-11-26,15:34:36,2149,Tea
4503,2016-11-26,15:34:36,2149,Alfajores
4504,2016-11-26,15:34:36,2149,Medialuna
4505,2016-11-26,15:44:34,2150,Bread
4506,2016-11-26,15:44:34,2150,Muffin
4507,2016-11-26,15:44:34,2150,Coffee
4508,2016-11-26,15:46:40,2151,Hot chocolate
4509,2016-11-26,15:46:40,2151,Bread
4510,2016-11-26,15:46:40,2151,Muffin
4511,2016-11-26,15:46:40,2151,Coffee
4512,2016-11-26,15:46:40,2151,Pastry
4513,2016-11-26,16:07:29,2152,Tea
4514,2016-11-26,16:07:29,2152,Alfajores
4515,2016-11-26,16:08:28,2153,Bakewell
4516,2016-11-26,16:08:28,2153,Cake
4517,2016-11-26,16:19:19,2154,Focaccia
4518,2016-11-26,16:34:53,2155,NONE
4519,2016-11-26,16:34:53,2155,Tea
4520,2016-11-26,16:34:53,2155,Pastry
4521,2016-11-26,16:34:53,2155,Bakewell
4522,2016-11-26,16:47:49,2156,NONE
4523,2016-11-26,16:47:49,2156,Alfajores
4524,2016-11-26,16:47:49,2156,Alfajores
4525,2016-11-26,16:47:49,2156,Coffee
4526,2016-11-26,16:47:49,2156,Coffee
4527,2016-11-26,16:47:49,2156,Coffee
4528,2016-11-26,16:50:05,2157,Coffee
4529,2016-11-26,16:50:05,2157,Alfajores
4530,2016-11-27,09:28:07,2158,Coffee
4531,2016-11-27,09:28:07,2158,The Nomad
4532,2016-11-27,09:28:07,2158,NONE
4533,2016-11-27,09:28:07,2158,Bread
4534,2016-11-27,09:54:36,2159,Coffee
4535,2016-11-27,09:58:21,2160,Coffee
4536,2016-11-27,09:58:21,2160,Jammie Dodgers
4537,2016-11-27,09:58:21,2160,NONE
4538,2016-11-27,09:58:21,2160,Juice
4539,2016-11-27,09:59:57,2161,Medialuna
4540,2016-11-27,10:03:29,2162,Coffee
4541,2016-11-27,10:03:29,2162,Tea
4542,2016-11-27,10:03:29,2162,Juice
4543,2016-11-27,10:03:29,2162,Smoothies
4544,2016-11-27,10:03:29,2162,Jammie Dodgers
4545,2016-11-27,10:03:29,2162,Muffin
4546,2016-11-27,10:03:29,2162,Juice
4547,2016-11-27,10:03:29,2162,Bakewell
4548,2016-11-27,10:05:06,2163,Cake
4549,2016-11-27,10:05:06,2163,Pastry
4550,2016-11-27,10:08:03,2164,Coffee
4551,2016-11-27,10:08:03,2164,Brownie
4552,2016-11-27,10:10:53,2165,Juice
4553,2016-11-27,10:10:53,2165,Jammie Dodgers
4554,2016-11-27,10:23:03,2166,Coffee
4555,2016-11-27,10:27:40,2167,Coffee
4556,2016-11-27,10:27:40,2167,Bakewell
4557,2016-11-27,10:34:24,2168,Bread
4558,2016-11-27,10:34:24,2168,Tea
4559,2016-11-27,10:34:24,2168,NONE
4560,2016-11-27,10:34:24,2168,Pastry
4561,2016-11-27,10:48:12,2169,Bread
4562,2016-11-27,10:48:12,2169,Coffee
4563,2016-11-27,10:48:12,2169,Bread
4564,2016-11-27,10:48:12,2169,Hot chocolate
4565,2016-11-27,10:51:20,2170,NONE
4566,2016-11-27,10:51:20,2170,Pastry
4567,2016-11-27,10:51:20,2170,Coffee
4568,2016-11-27,10:51:20,2170,Hot chocolate
4569,2016-11-27,10:53:06,2171,Bread
4570,2016-11-27,10:53:06,2171,Bread
4571,2016-11-27,10:53:06,2171,Coffee
4572,2016-11-27,10:55:20,2172,Alfajores
4573,2016-11-27,10:55:20,2172,Pastry
4574,2016-11-27,10:59:57,2173,Bread
4575,2016-11-27,11:02:01,2174,Coffee
4576,2016-11-27,11:02:01,2174,Hot chocolate
4577,2016-11-27,11:02:01,2174,Muffin
4578,2016-11-27,11:08:29,2175,Bread
4579,2016-11-27,11:08:29,2175,Coffee
4580,2016-11-27,11:08:29,2175,Coffee
4581,2016-11-27,11:08:29,2175,Smoothies
4582,2016-11-27,11:08:29,2175,Pastry
4583,2016-11-27,11:14:35,2176,Brownie
4584,2016-11-27,11:14:35,2176,Hot chocolate
4585,2016-11-27,11:14:35,2176,Coffee
4586,2016-11-27,11:17:13,2177,Tartine
4587,2016-11-27,11:17:13,2177,Hearty & Seasonal
4588,2016-11-27,11:17:32,2178,Fudge
4589,2016-11-27,11:18:45,2179,Bread
4590,2016-11-27,11:20:08,2180,Coffee
4591,2016-11-27,11:21:34,2181,Coffee
4592,2016-11-27,11:21:34,2181,Keeping It Local
4593,2016-11-27,11:23:45,2182,Coffee
4594,2016-11-27,11:23:45,2182,Tea
4595,2016-11-27,11:23:45,2182,Medialuna
4596,2016-11-27,11:25:50,2183,Medialuna
